text,label
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,personal
K..k:)where are you?how did you performed?,personal
U can call me now...,personal
I am waiting machan. Call me once you free.,personal
Thats cool. i am a gentleman and will treat you with dignity and respect.,personal
I like you peoples very much:) but am very shy pa.,personal
Does not operate after &lt;#&gt; or what,personal
Its not the same here. Still looking for a job. How much do Ta's earn there.,personal
"Sorry, I'll call later",personal
K. Did you call me just now ah?,personal
Ok i am on the way to home hi hi,personal
You will be in the place of that man,personal
Yup next stop.,personal
"I call you later, don't have network. If urgnt, sms me.",personal
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,personal
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,personal
I'm really not up to it still tonight babe,personal
"Ela kano.,il download, come wen ur free..",personal
Yeah do! Dont stand to close tho- youll catch something!,personal
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,personal
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,personal
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,personal
Watching telugu movie..wat abt u?,personal
i see. When we finish we have loads of loans to pay,personal
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",personal
I see a cup of coffee animation,personal
Please don't text me anymore. I have nothing else to say.,personal
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,personal
I'm still looking for a car to buy. And have not gone 4the driving test yet.,personal
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",personal
Umma my life and vava umma love you lot dear,personal
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,personal
"Aight, I'll hit you up when I get some cash",personal
How would my ip address test that considering my computer isn't a minecraft server,personal
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,personal
Dont worry. I guess he's busy.,personal
What is the plural of the noun research?,personal
Going for dinner.msg you after.,personal
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,personal
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",personal
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",personal
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,personal
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,personal
here is my new address -apples&pairs&all that malarky,personal
I am going to sao mu today. Will be done only at 12,personal
predict wat time 'll finish buying?,personal
"Good stuff, will do.",personal
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",personal
Are you there in room.,personal
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,personal
K..k:)how much does it cost?,personal
I'm home.,personal
"Dear, will call Tmorrow.pls accomodate.",personal
First answer my question.,personal
I only haf msn. It's yijue@hotmail.com,personal
He is there. You call and meet him,personal
No no. I will check all rooms befor activities,personal
Got c... I lazy to type... I forgot in lect... I saw a pouch but like not v nice...,personal
"K, text me when you're on the way",personal
"Sir, Waiting for your mail.",personal
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",personal
I know you are. Can you pls open the back?,personal
Yes see ya not on the dot,personal
Whats the staff name who is taking class for us?,personal
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,personal
K..i deleted my contact that why?,personal
Sindu got job in birla soft ..,personal
The wine is flowing and i'm i have nevering..,personal
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,personal
Ok... Ur typical reply...,personal
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",personal
Aaooooright are you at work?,personal
I'm leaving my house now...,personal
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",personal
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,personal
New car and house for my parents.:)i have only new job in hand:),personal
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,personal
I place all ur points on e cultures module already.,personal
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",personal
Great escape. I fancy the bridge but needs her lager. See you tomo,personal
Yes :)it completely in out of form:)clark also utter waste.,personal
"Sir, I need AXIS BANK account no and bank address.",personal
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",personal
What time you coming down later?,personal
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",personal
"Well, i'm gonna finish my bath now. Have a good...fine night.",personal
Let me know when you've got the money so carlos can make the call,personal
U still going to the mall?,personal
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt; worth",personal
Text her. If she doesnt reply let me know so i can have her log in,personal
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,personal
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,personal
Lol no. U can trust me.,personal
ok. I am a gentleman and will treat you with dignity and respect.,personal
"He will, you guys close?",personal
Going on nothing great.bye,personal
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,personal
"Haha awesome, be there in a minute",personal
Have you got Xmas radio times. If not i will get it now,personal
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,personal
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,personal
Hi :)finally i completed the course:),personal
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,personal
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,personal
Gud mrng dear hav a nice day,personal
Did u got that persons story,personal
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,personal
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,personal
"Found it, ENC &lt;#&gt; , where you at?",personal
I sent you &lt;#&gt; bucks,personal
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,personal
Your account has been refilled successfully by INR &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,personal
Goodmorning sleeping ga.,personal
U call me alter at 11 ok.,personal
say until like dat i dun buy ericsson oso cannot oredi lar...,personal
"Aight yo, dats straight dogg",personal
You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,personal
Both :) i shoot big loads so get ready!,personal
"What's up bruv, hope you had a great break. Do have a rewarding semester.",personal
Home so we can always chat,personal
K:)k:)good:)study well.,personal
Yup... How noe leh...,personal
Sounds great! Are you home now?,personal
Finally the match heading towards draw as your prediction.,personal
Tired. I haven't slept well the past few nights.,personal
Easy ah?sen got selected means its good..,personal
I have to take exam with march 3,personal
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,personal
Ok no prob. Take ur time.,personal
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,personal
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,personal
Would really appreciate if you call me. Just need someone to talk to.,personal
Hey company elama po mudyadhu.,personal
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",personal
Dear good morning now only i am up,personal
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,personal
Dear we are going to our rubber place,personal
"Sorry battery died, yeah I'm here",personal
Yes:)here tv is always available in work place..,personal
I have printed it oh. So &lt;#&gt; come upstairs,personal
Or ill be a little closer like at the bus stop on the same street,personal
Where are you?when wil you reach here?,personal
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",personal
Tomarrow final hearing on my laptop case so i cant.,personal
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,personal
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",personal
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",personal
U don't remember that old commercial?,personal
Too late. I said i have the website. I didn't i have or dont have the slippers,personal
I asked you to call him now ok,personal
Kallis wont bat in 2nd innings.,personal
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,personal
Ranjith cal drpd Deeraj and deepak 5min hold,personal
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",personal
What you doing?how are you?,personal
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",personal
"I'm back, lemme know when you're ready",personal
Don't necessarily expect it to be done before you get back though because I'm just now headin out,personal
Mmm so yummy babe ... Nice jolt to the suzy,personal
Where are you lover ? I need you ...,personal
Im parked next to a MINI!!!! When are you coming in today do you think?,personal
Yup,personal
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,personal
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,personal
Why you Dint come with us.,personal
Same. Wana plan a trip sometme then,personal
"Not sure yet, still trying to get a hold of him",personal
The evo. I just had to download flash. Jealous?,personal
"Come to mu, we're sorting out our narcotics situation",personal
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",personal
"Usf I guess, might as well take 1 car",personal
No objection. My bf not coming.,personal
Thanx...,personal
Tell rob to mack his gf in the theater,personal
"Awesome, I'll see you in a bit",personal
Just sent it. So what type of food do you like?,personal
All done? All handed in? Celebrations in full swing yet?,personal
You got called a tool?,personal
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",personal
Ok. I asked for money how far,personal
Okie...,personal
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",personal
"K, I might come by tonight then if my class lets out early",personal
Ok..,personal
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,personal
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",personal
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",personal
Hey you told your name to gautham ah?,personal
Haf u found him? I feel so stupid da v cam was working.,personal
Oops. 4 got that bit.,personal
Are you this much buzy,personal
I accidentally deleted the message. Resend please.,personal
Unless it's a situation where YOU GO GURL would be more appropriate,personal
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,personal
I cant pick the phone right now. Pls send a message,personal
Need a coffee run tomo?Can't believe it's that time of week already,personal
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",personal
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",personal
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,personal
He is a womdarfull actor,personal
Yup... From what i remb... I think should be can book...,personal
Jos ask if u wana meet up?,personal
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,personal
Where are the garage keys? They aren't on the bookshelf,personal
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,personal
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,personal
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",personal
You made my day. Do have a great day too.,personal
K.k:)advance happy pongal.,personal
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",personal
"Not really dude, have no friends i'm afraid :(",personal
"Coffee cake, i guess...",personal
"Merry Christmas to you too babe, i love ya *kisses*",personal
Hey... Why dont we just go watch x men and have lunch... Haha,personal
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,personal
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,personal
No problem. How are you doing?,personal
Hi da:)how is the todays class?,personal
"I'd say that's a good sign but, well, you know my track record at reading women",personal
"Cool, text me when you're parked",personal
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,personal
K.k:)apo k.good movie.,personal
Maybe i could get book out tomo then return it immediately ..? Or something.,personal
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,personal
"Ta-Daaaaa! I am home babe, are you still up ?",personal
Cool. So how come you havent been wined and dined before?,personal
Just sleeping..and surfing,personal
U calling me right? Call my hand phone...,personal
Ok that's great thanx a lot.,personal
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,personal
Where u been hiding stranger?,personal
Am not interested to do like that.,personal
My sister cleared two round in birla soft yesterday.,personal
Gudnite....tc...practice going on,personal
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,personal
One small prestige problem now.,personal
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,personal
"Nah can't help you there, I've never had an iphone",personal
If you're not in my car in an hour and a half I'm going apeshit,personal
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",personal
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,personal
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,personal
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",personal
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",personal
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",personal
Ha ha cool cool chikku chikku:-):-DB-),personal
Oh ok no prob..,personal
Check audrey's status right now,personal
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,personal
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",personal
Well i know Z will take care of me. So no worries.,personal
Wat uniform? In where get?,personal
"Cool, text me when you're ready",personal
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",personal
I will spoil you in bed as well :),personal
I'm going for bath will msg you next &lt;#&gt; min..,personal
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,personal
Can you say what happen,personal
You could have seen me..i did't recognise you Face.:),personal
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,personal
Keep my payasam there if rinu brings,personal
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,personal
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",personal
"Yeah sure, give me a couple minutes to track down my wallet",personal
Hey leave it. not a big deal:-) take care.,personal
Hey i will be late ah... Meet you at 945+,personal
It took Mr owl 3 licks,personal
Customer place i will call you.,personal
Mm that time you dont like fun,personal
Yup having my lunch buffet now.. U eat already?,personal
Huh so late... Fr dinner?,personal
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,personal
Morning only i can ok.,personal
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,personal
Pick you up bout 7.30ish? What time are and that going?,personal
From here after The performance award is calculated every two month.not for current one month period..,personal
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,personal
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",personal
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",personal
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,personal
Dear how is chechi. Did you talk to her,personal
The hair cream has not been shipped.,personal
None of that's happening til you get here though,personal
"Yep, the great loxahatchee xmas tree burning of &lt;#&gt; starts in an hour",personal
"Haha get used to driving to usf man, I know a lot of stoners",personal
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,personal
Hello! Good week? Fancy a drink or something later?,personal
Headin towards busetop,personal
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,personal
Come by our room at some point so we can iron out the plan for this weekend,personal
Cos i want it to be your thing,personal
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",personal
Bring home some Wendy =D,personal
Whatsup there. Dont u want to sleep,personal
Alright i have a new goal now,personal
"Alright, I'll head out in a few minutes, text me where to meet you",personal
Yes:)from last week itself i'm taking live call.,personal
Siva is in hostel aha:-.,personal
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me..,personal
Ok. She'll be ok. I guess,personal
aathi..where are you dear..,personal
Any pain on urination any thing else?,personal
7 at esplanade.. Do mind giving me a lift cos i got no car today..,personal
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,personal
At home watching tv lor.,personal
Does she usually take fifteen fucking minutes to respond to a yes or no question,personal
Booked ticket for pongal?,personal
You available now? I'm like right around hillsborough &amp; &lt;#&gt; th,personal
The message sent is askin for &lt;#&gt; dollars. Shoul i pay &lt;#&gt; or &lt;#&gt; ?,personal
"Ask g or iouri, I've told the story like ten times already",personal
How long does applebees fucking take,personal
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",personal
But i have to. I like to have love and arrange.,personal
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,personal
You were supposed to wake ME up &gt;:(,personal
Oic... I saw him too but i tot he din c me... I found a group liao...,personal
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",personal
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",personal
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",personal
I wont get concentration dear you know you are my mind and everything :-),personal
LOL ... Have you made plans for new years?,personal
10 min later k...,personal
hanks lotsly!,personal
Thanks for this hope you had a good day today,personal
K:)k:)what are detail you want to transfer?acc no enough?,personal
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,personal
Si si. I think ill go make those oreo truffles.,personal
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",personal
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,personal
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",personal
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,personal
Where did u go? My phone is gonna die you have to stay in here,personal
Great. Never been better. Each day gives even more reasons to thank God,personal
"Sorry, I'll call later ok bye",personal
Ok i am on the way to railway,personal
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love &lt;#&gt; times per night :),personal
They don't put that stuff on the roads to keep it from getting slippery over there?,personal
When are you going to ride your bike?,personal
"Yup, no need. I'll jus wait 4 e rain 2 stop.",personal
There are many company. Tell me the language.,personal
"How long has it been since you screamed, princess?",personal
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered &lt;#&gt; to my account and &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",personal
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),personal
Ok I'm gonna head up to usf in like fifteen minutes,personal
Love you aathi..love u lot..,personal
Tension ah?what machi?any problem?,personal
"K, can I pick up another 8th when you're done?",personal
When're you guys getting back? G said you were thinking about not staying for mcr,personal
"Almost there, see u in a sec",personal
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",personal
Watching tv lor...,personal
Thank you baby! I cant wait to taste the real thing...,personal
You should change your fb to jaykwon thuglyfe falconerf,personal
If we win its really no 1 side for long time.,personal
Dear reached railway. What happen to you,personal
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",personal
I think i've fixed it can you send a test message?,personal
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",personal
"Sorry,in meeting I'll call later",personal
What class of &lt;#&gt; reunion?,personal
Are you free now?can i call now?,personal
Got meh... When?,personal
Nope... Think i will go for it on monday... Sorry i replied so late,personal
Some of them told accenture is not confirm. Is it true.,personal
"Kate jackson rec center before 7ish, right?",personal
Dear i have reache room,personal
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",personal
When can come out?,personal
Check with nuerologist.,personal
Lolnice. I went from a fish to ..water.?,personal
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,personal
"Maybe westshore or hyde park village, the place near my house?",personal
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,personal
What's the significance?,personal
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,personal
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",personal
Prabha..i'm soryda..realy..frm heart i'm sory,personal
Lol ok your forgiven :),personal
No..jst change tat only..,personal
S:)no competition for him.,personal
"That way transport is less problematic than on sat night. By the way, if u want to ask n to join my bday, feel free. But need to know definite nos as booking on fri.",personal
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,personal
But that's on ebay it might be less elsewhere.,personal
Shall i come to get pickle,personal
Were gonna go get some tacos,personal
"That's very rude, you on campus?",personal
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,personal
Yes! How is a pretty lady like you single?,personal
Jay says that you're a double-faggot,personal
What Today-sunday..sunday is holiday..so no work..,personal
I'll be late...,personal
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",personal
